student_id,registered_at,channel,ab_group,lessons_completed,completed_course
473,2024-10-12 12:00:00,Органический поиск,control,8,True
474,2024-10-22 12:00:00,Контекстная реклама,test,8,True
475,2024-10-15 20:00:00,Органический поиск,control,3,False
476,2024-10-01 08:00:00,Таргетированная реклама,test,0,False
477,2024-10-15 08:00:00,Таргетированная реклама,test,0,False
478,2024-10-18 08:00:00,Реферальная программа,control,2,False
479,2024-10-07 20:00:00,Реферальная программа,control,6,False
480,2024-10-17 17:00:00,Таргетированная реклама,control,8,True
481,2024-10-07 18:00:00,Таргетированная реклама,control,7,False
482,2024-10-06 22:00:00,Органический поиск,control,8,True
483,2024-10-03 11:00:00,Контекстная реклама,test,8,True
484,2024-10-29 21:00:00,Реферальная программа,control,0,False
485,2024-10-07 11:00:00,Таргетированная реклама,control,8,True
486,2024-10-31 15:00:00,Email-рассылка,test,6,False
487,2024-10-22 18:00:00,Таргетированная реклама,test,3,False
488,2024-10-19 19:00:00,Таргетированная реклама,control,3,False
489,2024-10-06 11:00:00,Реферальная программа,test,2,False
490,2024-10-05 15:00:00,Органический поиск,control,7,False
491,2024-10-01 08:00:00,Контекстная реклама,test,8,True
492,2024-10-10 12:00:00,Реферальная программа,test,8,True
493,2024-10-26 22:00:00,Контекстная реклама,control,5,False
494,2024-10-10 21:00:00,Таргетированная реклама,control,4,False
495,2024-10-27 16:00:00,Email-рассылка,control,1,False
496,2024-10-17 19:00:00,Email-рассылка,control,1,False
497,2024-10-04 21:00:00,Таргетированная реклама,control,2,False
498,2024-10-06 12:00:00,Таргетированная реклама,control,2,False
499,2024-10-27 22:00:00,Таргетированная реклама,control,2,False
500,2024-10-04 14:00:00,Контекстная реклама,test,8,True
501,2024-10-29 10:00:00,Реферальная программа,test,2,False
502,2024-10-16 15:00:00,Органический поиск,control,8,True
503,2024-10-01 16:00:00,Контекстная реклама,test,2,False
504,2024-10-14 18:00:00,Таргетированная реклама,control,2,False
505,2024-10-26 18:00:00,Органический поиск,test,2,False
506,2024-10-29 08:00:00,Контекстная реклама,control,2,False
507,2024-10-26 17:00:00,Органический поиск,control,8,True
508,2024-10-30 21:00:00,Таргетированная реклама,control,3,False
509,2024-10-19 18:00:00,Email-рассылка,control,2,False
510,2024-10-18 22:00:00,Органический поиск,test,0,False
511,2024-10-06 15:00:00,Таргетированная реклама,test,2,False
512,2024-10-27 20:00:00,Email-рассылка,test,5,False
513,2024-10-13 10:00:00,Таргетированная реклама,test,2,False
514,2024-10-11 21:00:00,Органический поиск,control,8,True
515,2024-10-10 14:00:00,Контекстная реклама,test,6,False
516,2024-10-06 21:00:00,Органический поиск,test,8,True
517,2024-10-15 12:00:00,Реферальная программа,control,2,False
518,2024-10-03 17:00:00,Контекстная реклама,test,2,False
519,2024-10-14 20:00:00,Таргетированная реклама,control,8,True
520,2024-10-30 18:00:00,Контекстная реклама,test,8,True
521,2024-10-05 17:00:00,Email-рассылка,test,8,True
522,2024-10-28 22:00:00,Таргетированная реклама,test,2,False
523,2024-10-10 09:00:00,Реферальная программа,control,6,False
524,2024-10-07 09:00:00,Реферальная программа,test,8,True
525,2024-10-20 16:00:00,Органический поиск,test,2,False
526,2024-10-15 22:00:00,Таргетированная реклама,control,5,False
527,2024-10-06 18:00:00,Контекстная реклама,control,2,False
528,2024-10-30 12:00:00,Органический поиск,control,2,False
529,2024-10-17 09:00:00,Контекстная реклама,test,5,False
530,2024-10-11 14:00:00,Органический поиск,control,5,False
531,2024-10-23 15:00:00,Органический поиск,test,8,True
532,2024-10-25 15:00:00,Таргетированная реклама,control,8,True
533,2024-10-07 17:00:00,Таргетированная реклама,control,2,False
534,2024-10-05 12:00:00,Таргетированная реклама,test,2,False
535,2024-10-28 21:00:00,Органический поиск,test,2,False
536,2024-10-26 12:00:00,Контекстная реклама,control,2,False
537,2024-10-22 09:00:00,Органический поиск,test,0,False
538,2024-10-24 13:00:00,Реферальная программа,control,8,True
539,2024-10-06 22:00:00,Органический поиск,control,8,True
540,2024-10-16 10:00:00,Таргетированная реклама,test,2,False
541,2024-10-21 12:00:00,Таргетированная реклама,test,8,True
542,2024-10-22 21:00:00,Email-рассылка,test,8,True
543,2024-10-11 13:00:00,Органический поиск,test,8,True
544,2024-10-06 20:00:00,Органический поиск,test,8,True
545,2024-10-12 08:00:00,Органический поиск,control,4,False
546,2024-10-14 21:00:00,Таргетированная реклама,control,1,False
547,2024-10-04 11:00:00,Email-рассылка,control,3,False
548,2024-10-30 10:00:00,Органический поиск,test,2,False
549,2024-10-04 19:00:00,Таргетированная реклама,test,2,False
550,2024-10-03 22:00:00,Реферальная программа,control,2,False
551,2024-10-27 22:00:00,Таргетированная реклама,control,2,False
552,2024-10-22 19:00:00,Email-рассылка,test,8,True
553,2024-10-04 21:00:00,Таргетированная реклама,test,8,True
554,2024-10-29 22:00:00,Email-рассылка,test,1,False
555,2024-10-20 16:00:00,Контекстная реклама,test,8,True
556,2024-10-06 10:00:00,Контекстная реклама,control,1,False
557,2024-10-20 20:00:00,Контекстная реклама,control,2,False
558,2024-10-22 13:00:00,Таргетированная реклама,test,2,False
559,2024-10-20 12:00:00,Контекстная реклама,test,2,False
560,2024-10-01 15:00:00,Контекстная реклама,control,1,False
561,2024-10-30 08:00:00,Таргетированная реклама,control,8,True
562,2024-10-09 08:00:00,Email-рассылка,control,3,False
563,2024-10-13 11:00:00,Органический поиск,test,2,False
564,2024-10-06 16:00:00,Контекстная реклама,test,1,False
565,2024-10-27 19:00:00,Email-рассылка,test,8,True
566,2024-10-28 22:00:00,Реферальная программа,control,1,False
567,2024-10-26 20:00:00,Контекстная реклама,control,4,False
568,2024-10-03 22:00:00,Органический поиск,control,3,False
569,2024-10-03 17:00:00,Email-рассылка,test,2,False
570,2024-10-31 19:00:00,Таргетированная реклама,test,1,False
571,2024-10-23 16:00:00,Таргетированная реклама,test,2,False
572,2024-10-09 09:00:00,Таргетированная реклама,control,8,True
573,2024-10-20 08:00:00,Реферальная программа,test,2,False
574,2024-10-17 19:00:00,Таргетированная реклама,test,4,False
575,2024-10-06 11:00:00,Таргетированная реклама,test,5,False
576,2024-10-29 19:00:00,Email-рассылка,control,2,False
577,2024-10-23 14:00:00,Органический поиск,test,2,False
578,2024-10-30 08:00:00,Email-рассылка,control,2,False
579,2024-10-08 16:00:00,Реферальная программа,control,2,False
580,2024-10-02 14:00:00,Контекстная реклама,test,2,False
581,2024-10-17 09:00:00,Органический поиск,test,2,False
582,2024-10-06 11:00:00,Органический поиск,test,1,False
583,2024-10-30 12:00:00,Email-рассылка,control,1,False
584,2024-10-21 13:00:00,Таргетированная реклама,control,0,False
585,2024-10-10 18:00:00,Реферальная программа,test,2,False
586,2024-10-26 10:00:00,Контекстная реклама,test,6,False
587,2024-10-06 14:00:00,Таргетированная реклама,test,8,True
