merchant_id,industry,tx_count_90d,avg_check_rub,gmv_90d_rub
1542,Хобби и DIY,148,2753,407444
1545,Красота и здоровье,450,2558,1151100
1547,Одежда и обувь,390,3622,1412580
1548,Красота и здоровье,488,2334,1138992
1554,Электроника,221,14353,3172013
1560,Электроника,200,12406,2481200
1564,Электроника,133,13559,1803347
1567,Услуги и подписки,118,1619,191042
1568,Красота и здоровье,253,2361,597333
1570,Одежда и обувь,826,3602,2975252
1573,Электроника,69,11657,804333
1575,Одежда и обувь,230,2751,632730
1577,Красота и здоровье,276,2660,734160
1579,Электроника,114,16124,1838136
1582,Продукты питания,2417,1751,4232167
1583,Красота и здоровье,368,2760,1015680
1584,Одежда и обувь,435,3734,1624290
1585,Продукты питания,770,1636,1259720
1595,Одежда и обувь,523,3148,1646404
1596,Красота и здоровье,307,2990,917930
1602,Товары для дома,685,5285,3620225
1605,Одежда и обувь,172,3429,589788
1607,Хобби и DIY,94,2189,205766
1611,Товары для дома,336,4561,1532496
1614,Хобби и DIY,95,2869,272555
1616,Электроника,106,7972,845032
1618,Электроника,285,14047,4003395
1619,Электроника,125,14538,1817250
1624,Красота и здоровье,393,3162,1242666
1628,Одежда и обувь,471,3920,1846320
1629,Одежда и обувь,657,3564,2341548
1631,Одежда и обувь,514,3718,1911052
1634,Хобби и DIY,254,2585,656590
1638,Одежда и обувь,914,3175,2901950
1642,Одежда и обувь,369,3579,1320651
1643,Продукты питания,169,1712,289328
1644,Товары для дома,232,4649,1078568
1646,Одежда и обувь,393,4294,1687542
1647,Одежда и обувь,365,3098,1130770
1648,Услуги и подписки,112,1543,172816
1649,Электроника,144,10305,1483920
1650,Одежда и обувь,553,3064,1694392
1651,Красота и здоровье,231,2346,541926
1652,Хобби и DIY,156,2660,414960
1653,Одежда и обувь,772,3041,2347652
1661,Электроника,393,12359,4857087
1664,Продукты питания,954,1783,1700982
1671,Одежда и обувь,378,3317,1253826
1674,Услуги и подписки,192,1199,230208
1675,Услуги и подписки,136,1218,165648
1677,Красота и здоровье,501,2840,1422840
1680,Одежда и обувь,597,3162,1887714
1681,Одежда и обувь,1179,3477,4099383
1683,Одежда и обувь,597,3555,2122335
1686,Товары для дома,184,4937,908408
1690,Одежда и обувь,526,2846,1496996
1693,Красота и здоровье,284,1956,555504
1698,Одежда и обувь,364,3224,1173536
1699,Электроника,189,12833,2425437
1702,Хобби и DIY,99,3148,311652
1704,Товары для дома,537,6049,3248313
1709,Электроника,70,13311,931770
1711,Продукты питания,795,1877,1492215
1714,Одежда и обувь,410,3359,1377190
1715,Одежда и обувь,109,3371,367439
1716,Электроника,67,11712,784704
1717,Одежда и обувь,521,3944,2054824
1718,Электроника,143,12129,1734447
1720,Красота и здоровье,400,2700,1080000
1721,Продукты питания,325,1970,640250
1723,Товары для дома,344,3513,1208472
1727,Услуги и подписки,292,1311,382812
1730,Продукты питания,587,1974,1158738
1731,Продукты питания,660,2179,1438140
1735,Одежда и обувь,714,3472,2479008
1740,Электроника,153,13820,2114460
1742,Одежда и обувь,1181,2946,3479226
1750,Электроника,173,12841,2221493
1751,Электроника,121,10993,1330153
1752,Продукты питания,324,2077,672948
1753,Одежда и обувь,668,3417,2282556
1754,Электроника,311,15465,4809615
1755,Одежда и обувь,779,3391,2641589
1757,Продукты питания,592,1540,911680
1758,Хобби и DIY,131,2806,367586
1759,Услуги и подписки,527,1417,746759
1760,Электроника,181,14262,2581422
1761,Товары для дома,185,4472,827320
1762,Электроника,63,14721,927423
1767,Услуги и подписки,405,1250,506250
1768,Хобби и DIY,116,3157,366212
1771,Электроника,99,10692,1058508
1776,Одежда и обувь,267,3079,822093
1777,Товары для дома,409,5299,2167291
1781,Одежда и обувь,593,4274,2534482
1782,Одежда и обувь,716,3434,2458744
1783,Продукты питания,364,1580,575120
1784,Красота и здоровье,327,1871,611817
1786,Хобби и DIY,156,3009,469404
1788,Услуги и подписки,153,1797,274941
1790,Хобби и DIY,251,3054,766554
1792,Одежда и обувь,337,3469,1169053
1798,Продукты питания,304,1726,524704
1801,Одежда и обувь,662,3609,2389158
1802,Товары для дома,442,5106,2256852
1805,Товары для дома,178,6063,1079214
1807,Одежда и обувь,821,3611,2964631
1811,Услуги и подписки,347,1659,575673
1813,Красота и здоровье,283,2562,725046
1817,Одежда и обувь,515,2997,1543455
1819,Красота и здоровье,304,2587,786448
1821,Продукты питания,465,1348,626820
1824,Красота и здоровье,603,2593,1563579
1826,Электроника,211,13277,2801447
1827,Услуги и подписки,250,1399,349750
1829,Одежда и обувь,421,3544,1492024
1830,Товары для дома,270,5531,1493370
1833,Одежда и обувь,416,3452,1436032
1834,Одежда и обувь,203,3360,682080
1836,Услуги и подписки,545,1429,778805
1837,Электроника,168,12402,2083536
1840,Одежда и обувь,489,4205,2056245
1842,Хобби и DIY,336,2442,820512
1843,Товары для дома,189,4526,855414
1846,Продукты питания,518,2115,1095570
1847,Продукты питания,409,1724,705116
1848,Хобби и DIY,193,2985,576105
1849,Одежда и обувь,389,3018,1174002
1850,Хобби и DIY,263,2696,709048
1859,Красота и здоровье,850,2890,2456500
1860,Продукты питания,245,1620,396900
1862,Товары для дома,380,5331,2025780
1866,Продукты питания,438,2105,921990
1868,Красота и здоровье,392,2517,986664
1869,Одежда и обувь,697,3923,2734331
1871,Одежда и обувь,271,3329,902159
1872,Одежда и обувь,350,3358,1175300
1873,Продукты питания,359,2063,740617
1881,Продукты питания,803,2181,1751343
1882,Продукты питания,347,1256,435832
1883,Красота и здоровье,414,1950,807300
1888,Товары для дома,258,4143,1068894
1891,Продукты питания,426,2042,869892
1892,Электроника,196,13138,2575048
1893,Товары для дома,160,3792,606720
1895,Одежда и обувь,496,4191,2078736
1898,Хобби и DIY,128,2884,369152
1901,Товары для дома,242,4748,1149016
1908,Одежда и обувь,372,3605,1341060
1916,Электроника,489,12322,6025458
1917,Красота и здоровье,125,2941,367625
1920,Красота и здоровье,127,3021,383667
1921,Электроника,228,15207,3467196
